Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Invoice Number,Purchase Order Number,Cost Centre Name,NAC Code,NAC Name,Programme Code,Programme Name,Cost Centre Code,Directorate
13/09/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,620839,"£35,568.11",Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor,6207823,427000001715,Desnz - Sice - Climate Science And Emissions Reporting,59121001,Business Rates,700242,Desnz - Greenhouse Gas Emissions Inventory,700249,"Net Zero, Nuclear & International"
13/09/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,620841,"£95,439.50",Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor,6207820,427000001715,Desnz - Sice - Climate Science And Emissions Reporting,59121001,Business Rates,700242,Desnz - Greenhouse Gas Emissions Inventory,700249,"Net Zero, Nuclear & International"
19/09/2024,R & D Outsourced Other,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,622194,"£33,520.45",Desnz - Climate Science Capability-r & D Outsourced Other,Ox11 0qr,Vendor,6208199,427000001514,Desnz - Sice - Climate Science And Emissions Reporting,59149194,R & D Outsourced Other,707174,Desnz - Climate Science Capability,700249,"Net Zero, Nuclear & International"
30/09/2024,Business Rates,"Desnz - Net Zero, Nuclear & International - Desnz - Science And Innovation",Ricardo-aea Ltd,624142,"£95,439.50",Desnz - Greenhouse Gas Emissions Inventory-business Rates,Ox11 0qr,Vendor,6208241,427000001715,Desnz - Sice - Climate Science And Emissions Reporting,59121001,Business Rates,700242,Desnz - Greenhouse Gas Emissions Inventory,700249,"Net Zero, Nuclear & International"
20/09/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,621066,"£467,289.00",Ics - Desnz Cs Admin-uksbs - Service Costs,Np10 8qq,Vendor,Sbs_18261,427000004648,Ics - Digital - Uk Sbs Core Beis Services,52114025,Uksbs - Service Costs,708802,Ics - Desnz Cs Admin,708529,ICS - Integrated Corporate Services
25/09/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,621089,"£340,463.00",Ics - Dsit Cs Admin-uksbs - Service Costs,Sn2 1ff,Vendor,Sbs_18260,427000004647,Ics - Digital - Uk Sbs Core Beis Services,52114025,Uksbs - Service Costs,708801,Ics - Dsit Cs Admin,708529,ICS - Integrated Corporate Services
16/09/2024,Uksbs - Service Costs,Ics - Integrated Corporate Services - Ics - Digital,Uk Shared Business Services Ltd,621092,"£36,798.33",Ics - Admin-uksbs - Service Costs,Sn2 1ff,Vendor,Sbs_18262,427000005109,Ics - Digital - Uk Sbs Core Beis Services,52114025,Uksbs - Service Costs,700560,Ics - Admin,708529,ICS - Integrated Corporate Services
12/09/2024,Grant-in-aid To Arms Length Bodies,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),619811,"£16,163,427.00",Desnz - Ukaea Financing-grant-in-aid To Arms Length Bodies,Ox14 3db,Wga Only,6011086,427000004377,Desnz - Fusion Energy,54811001,Grant-in-aid To Arms Length Bodies,709371,Desnz - Ukaea Financing,705700,"Net Zero, Nuclear & International"
12/09/2024,Utilisation Of Provisions - Early Departure,"Desnz - Net Zero, Nuclear & International - Desnz - New Nuclear Strategy And Fusion Energy And Advanced Nuclear Technologies",Uk Atomic Energy Authority (Ukaea),619811,"£254,000.00",Desnz - Ukaea Restructuring-utilisation Of Provisions - Early Departure,Ox14 3db,Wga Only,6011086,427000004377,Desnz - Fusion Energy,91421002,Utilisation Of Provisions - Early Departure,704161,Desnz - Ukaea Restructuring,705700,"Net Zero, Nuclear & International"
04/09/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Softwire Technology Ltd,618100,"£27,825.00",Desnz - Consumer Advice & Information (Cai)-Technical Advice / Services & Support,Nw5 1tl,Vendor,10019-00007,427000001765,Desnz - Finance Advice & Standards,52112018,Technical Advice / Services & Support,707010,Desnz - Consumer Advice & Information (Cai),701021,Net Zero Buildings and Industry (NZBI)
10/09/2024,Capital Grants To Local Government,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Winning Moves Ltd,618114,"£35,283.00",Desnz - Net Zero Costs - Admin-capital Grants To Local Government,B3 2aa,Grant,Xinv-2267,427000004516,Desnz - Finance Advice & Standards,54112001,Capital Grants To Local Government,700259,Desnz - Net Zero Costs - Admin,701021,Net Zero Buildings and Industry (NZBI)
26/09/2024,Technical Advice / Services & Support,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Domestic,Res Q Ltd,623319,"£38,130.18",Desnz - Consumer Advice & Information (Cai)-Technical Advice / Services & Support,Hu1 3jz,Grant,34279,427000001421,Desnz - Finance Advice & Standards,52112018,Technical Advice / Services & Support,707010,Desnz - Consumer Advice & Information (Cai),701021,Net Zero Buildings and Industry (NZBI)
20/09/2024,Ict Outsourcing & Maintenance/Support,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Phoenix Software Ltd,622191,"£127,993.30",Desnz - Devolved Admin-ict Outsourcing & Maintenance/Support,Yo42 1ns,Vendor,Op/I023162,427000005091,"Desnz - Ad - Data Strategy, Platforms & Governance (Dspg)",52181001,Ict Outsourcing & Maintenance/Support,700101,Desnz - Devolved Admin,700057,Energy Markets & Supply
02/09/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Analysis Directorate,Building Research Establishment (Bre),618098,"£30,291.00",Desnz - Energy Statistics And Data-r & D Economic Consultancy And Research,Wd25 9xx,Vendor,65050839,427000005178,Desnz - Ad - Energy Statistics,59146060,R & D Economic Consultancy And Research,701042,Desnz - Energy Statistics And Data,701358,Energy Markets & Supply
18/09/2024,Outsourced Programme Management,Desnz - Net Zero Buildings And Industry (Nzbi) - Desnz - Net Zero Buildings - Portfolio & Affordability,Serco Ltd,621350,"£84,368.16",Desnz - Dwp Warm Home Discount Delivery-outsourced Programme Management,Rg27 9uy,Vendor,92012644,427000002299,Desnz - Warm Homes And Fuel Poverty,52114021,Outsourced Programme Management,707024,Desnz - Dwp Warm Home Discount Delivery,701022,Net Zero Buildings and Industry (NZBI)
04/09/2024,Finance & Accounting Advice,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ernst And Young Llp,618767,"£672,355.19",Desnz - Eu Exit: No Specific Dexeu Issue Prog-finance & Accounting Advice,Se1 2af,Vendor,Gb01g000577348,427000000334,Desnz - Programme Delivery,52112017,Finance & Accounting Advice,700104,Desnz - Eu Exit: No Specific Dexeu Issue Prog,701306,Energy Infrastructure
20/09/2024,Legal Services And Advice Agency,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Ashurst Llp,622267,"£919,806.15",Desnz - Eu Exit: No Specific Dexeu Issue Prog-legal Services And Advice Agency,E1 6pw,Vendor,500120164,427000000335,Desnz - Programme Delivery,52112009,Legal Services And Advice Agency,700104,Desnz - Eu Exit: No Specific Dexeu Issue Prog,701306,Energy Infrastructure
30/09/2024,Technical Advice / Services & Support,Desnz - Energy Infrastructure - Desnz - Carbon Capture Usage And Storage,Wsp Uk Ltd,624144,"£302,992.59",Desnz - Ccs Projects-technical Advice / Services & Support,M15 4rp,Vendor,50025296,427000000446,Desnz - Programme Delivery,52112018,Technical Advice / Services & Support,707104,Desnz - Ccs Projects,701306,Energy Infrastructure
03/09/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,613924,"£85,912.50",Ics - Admin-it Services,Mk7 8le,Vendor,998416,427000001913,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52181026,It Services,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
16/09/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Ibm United Kingdom Ltd,615431,"£89,752.00",Ics - Admin-it Services,Po6 3ae,Vendor,5808240081,427000002239,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52181026,It Services,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
16/09/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Ibm United Kingdom Ltd,615896,"£86,999.00",Ics - Admin-it Services,Po6 3ae,Vendor,5807241367,427000002239,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52181026,It Services,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
16/09/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Ibm United Kingdom Ltd,615900,"£40,725.00",Ics - Admin-it Services,Po6 3ae,Vendor,5807241366,427000002239,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52181026,It Services,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
10/09/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,619274,"£66,500.00",Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor,Gb01g000578069,427000001916,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52112018,Technical Advice / Services & Support,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
16/09/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Triad Group Plc,619590,"£64,968.75",Ics - Admin-it Services,Mk7 8le,Vendor,998471,427000001913,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52181026,It Services,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
25/09/2024,Other It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Tecknuovo Ltd,621738,"£65,725.00",Ics - Admin-other It Consultancy,Se1 1ja,Vendor,Si-2436,427000001914,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52112011,Other It Consultancy,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
24/09/2024,Technical Advice / Services & Support,Ics - Integrated Corporate Services - Ics - Digital,Ernst And Young Llp,621983,"£67,210.00",Ics - Admin-technical Advice / Services & Support,Se1 2af,Vendor,Gb01g000581782,427000001916,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52112018,Technical Advice / Services & Support,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
20/09/2024,It Services,Ics - Integrated Corporate Services - Ics - Digital,Ibm United Kingdom Ltd,622112,"£83,167.00",Ics - Admin-it Services,Po6 3ae,Vendor,5808241085,427000002239,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52181026,It Services,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
26/09/2024,Local It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Digital Modus Ltd,622830,"£45,000.00",Ics - Admin-local It Consultancy,Rg21 8en,Vendor,Inv-0108,427000002145,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52112010,Local It Consultancy,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
26/09/2024,Local It Consultancy,Ics - Integrated Corporate Services - Ics - Digital,Digital Modus Ltd,622938,"£72,000.00",Ics - Admin-local It Consultancy,Rg21 8en,Vendor,Inv-0110,427000002145,"Ics - Digital - Base - D3 (Design, Data And Delivery Team)",52112010,Local It Consultancy,700560,Ics - Admin,708844,ICS - Integrated Corporate Services
04/09/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Ove Arup And Partners Ltd,611941,"£25,322.46","Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",W1t 4bj,Vendor,88-2406387,427000002894,Desnz - Ema - Energy Infrastructure & Markets Analysis,59146060,R & D Economic Consultancy And Research,700340,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)",701280,Energy Markets & Supply
13/09/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Basis Social Ltd,620362,"£47,681.55","Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",W1t 1uh,Vendor,1169,427000004953,Desnz - Ema - Energy Infrastructure & Markets Analysis,59146060,R & D Economic Consultancy And Research,700340,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)",701280,Energy Markets & Supply
24/09/2024,R & D Economic Consultancy And Research,Desnz - Energy Markets & Supply - Desnz - Energy Markets & Analysis,Cepa Llp,622957,"£29,980.00","Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)-R & D Economic Consultancy And Research",Wc2a 3lj,Vendor,975,427000004800,Desnz - Ema - Energy Infrastructure & Markets Analysis,59146060,R & D Economic Consultancy And Research,700340,"Desnz - Energy Sector Modelling, Research And Evaluation (Esnm R&D)",701280,Energy Markets & Supply
18/09/2024,Personnel-related Expenditure,"Desnz - Net Zero, Nuclear & International - Desnz - Inz: Climate Finance & Strategy",Department For Business And Trade (Dbt),587234,"£115,143.60",Desnz - Inz - Conference Of Parties (Cop28)-Personnel-related Expenditure,Sw1a 2dy,Vendor,623110010057,427000004058,Desnz - Inz Cfs - Conference Of The Parties Cop,52121001,Personnel-related Expenditure,700005,Desnz - Inz - Conference Of Parties (Cop28),701115,"Net Zero, Nuclear & International"
